id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collID,recordID,references
1545480,RM,,RM,PreservedSpecimen,,392579,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,,,,,,,,"O. A. Beath",,s.n.,1942-06-04,1942,6,4,155,,1942-6-4,,"Morrison formation; seleniferous.",,,,,,,,,,,fruiting,,,,,,,U.S.A.,Colorado,Montezuma,,"4 mi N of Ellis Mine on Yellow Cat reservoir road.",,,,,,,,,,,,,,,,,,,,,English,,"2011-09-21 14:47:16",RM-495912,50,urn:uuid:8852484f-67e4-4f04-8419-4fe66e1e109d,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1545480
1553064,RM,,RM,PreservedSpecimen,,211538,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,,,,,,,,"William A. Weber",,3881,1948-05-22,1948,5,22,143,,1948-5-22,,"In dense mats; dry creek bed.",,,,,,,,,,,fruiting,,,,,,,U.S.A.,Colorado,Mesa,,"Colorado National Monument: mouth of first large canyon W of Fruita Canyon.",,,,,,,,,,,,,,1433,,,,,"4700 ft.",,English,,"2013-02-06 11:10:59",RM-503160,50,urn:uuid:ce5add26-140f-4556-8d9b-9938c46ebb27,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1553064
2126157,ASC,,,PreservedSpecimen,8698cf9f-6f6a-43d4-b91f-17c8d0c7806f,ASC00087311,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,,,,,,,,"G. Rink",,sn,2000-05-02,2000,5,2,123,,,,,,,,,,,,,,,"flowers and fruit",,0,,,,,"United States",Colorado,"San Miguel",,"Slickrock put-in for the Dolores River,",,,,38.041667,-108.891667,,,"38d 2m 30s  108d 53m 30s",,,,,,1650,,,,,5400ft.,ASC,,glenn,"2020-01-15 14:24:42",103416,3,urn:uuid:8698cf9f-6f6a-43d4-b91f-17c8d0c7806f,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=2126157
2868548,NY,,,PreservedSpecimen,a8b27ae1-82e5-4685-9e9f-9975369b240d,812453,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,,,,"! J. Andrew Alexander, November 2003",,,,"R. C. Barneby",,18182,1986-05-17,1986,5,17,13,13,"17 May 1986",,"On gray gumbo bluffs",,,,,,,,,,,,,,,,,sheet,"United States of America",Utah,"Grand Co.",,"Along Grand River near Westwater",,,,39.1497,-109.1439,WGS84,10000,,,,"Google Earth",,,1350,1350,,,,"4429 ft",,en,,"2022-03-04 14:27:05",a8b27ae1-82e5-4685-9e9f-9975369b240d,40,urn:uuid:cc87b59d-a091-4b02-85b0-23b0889511ce,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=2868548
2868721,NY,,,PreservedSpecimen,e5357c3f-bfdc-495c-98a5-6d7b46c0c19a,812455,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,,,,"! Probably as determined, J. Andrew Alexander, November 2003",,,,"L. N. Goodding",,4787,1938-07-29,1938,7,29,21,21,"29 Jul 1938",,,,,,,,,,,,,,,,,,,sheet,"United States of America",Utah,,,"5 miles west of Moab",,,,38.573279,-109.642557,WGS84,,,,"GEOLocate Web Application","GEOLocate (Tulane University Museum of Natural History)",,,,,,,,,,en,,"2022-03-04 14:28:26",e5357c3f-bfdc-495c-98a5-6d7b46c0c19a,40,urn:uuid:7d0ed164-abef-4b73-a014-1ff218a458ec,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=2868721
2868848,NY,,,PreservedSpecimen,0e454d0e-5343-481b-bb5a-ccd14b2e80d0,812454,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,"R. C. Barneby",1957,,"! Duane Isely 1968; ! Duane Isely 1979; ! J. Andrew Alexander November 2003; [Cited as this species in The Atlas of North American Astragalus, Mem. NYBG. 1964.]",,,,"M. E. Jones",,s.n.,1899-06-28,1899,6,28,17,17,"28 Jun 1899",,,,,,,,,,,,,,,,,,,sheet,"United States of America",Utah,,,Westwater,,,,39.1,-109.1,WGS84,,,,Literature,,,,,,,,,,,en,,"2022-03-04 14:21:57",0e454d0e-5343-481b-bb5a-ccd14b2e80d0,40,urn:uuid:2276baf3-35f9-4327-9f17-856952e02ae0,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=2868848
2868919,NY,,,PreservedSpecimen,69873a84-b922-46ca-ab6e-928a72f7526a,812456,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,,,,"! Probably as determined, J. Andrew Alexander, November 2003",,,,"G. K. Arp",,10873,1980-06-15,1980,6,15,16,16,"15 Jun 1980",,,,,,,,,,,,,,,,,,,sheet,"United States of America",Utah,"Grand Co.",,"14 miles southeast of Thompson, Utah",,,,38.823047,-109.515426,WGS84,9351,,,"GEOLocate Web Application","GEOLocate Batch Processing Tool",,,1463,1463,,,,"4800 ft",,en,,"2022-03-04 14:24:52",69873a84-b922-46ca-ab6e-928a72f7526a,40,urn:uuid:619cb0a5-0da7-4238-a213-cf599ef1f547,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=2868919
2869053,NY,,,PreservedSpecimen,36defb4e-2168-42ac-a2ee-aa40aac11584,812452,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,,,,"! J. Andrew Alexander, November 2003",,,,"R. C. Barneby",,17804,1982-05-19,1982,5,19,13,13,"19 May 1982",,"Steep clay bank in badlands",,,,,,,,,,,,,,,,,sheet,"United States of America",Utah,"San Juan Co.",,"1 mile south of Hatch Trading Post",,,,37.3769,-109.2281,WGS84,,,,,"Google Earth",,,,,,,,,,en,,"2022-03-04 14:23:30",36defb4e-2168-42ac-a2ee-aa40aac11584,40,urn:uuid:11f0d1e4-f0db-44b7-888b-6132a1475eeb,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=2869053
2872353,NY,,,PreservedSpecimen,d4eec78c-d988-4a53-8924-96682fd87215,812451,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,,,,"! J. Andrew Alexander, November 2003",,,,"N. D. Atwood",,23609,1998-05-27,1998,5,27,14,14,"27 May 1998",,,,,,,,,,,,,,,,,,,sheet,"United States of America",Utah,"San Juan Co.",,"Island Mesa south of Greasewood Canyon adjacent to San Miguel Co., Colorado",,,,38.13508,-109.05508,WGS84,,,,"TRS Conversion Calculator",Label,,,2000,,,,,"6562 ft",,en,,"2022-03-04 14:28:06",d4eec78c-d988-4a53-8924-96682fd87215,40,urn:uuid:8e439f80-b5a7-4eeb-9207-5b5f55422b7c,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=2872353
2872397,NY,,,PreservedSpecimen,46df7648-adb0-486b-a982-64af46cc586a,812449,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,,,,"! J. Andrew Alexander, November 2003",,,,"N. D. Atwood",,8803,1982-05-21,1982,5,21,14,14,"21 May 1982",,"Bare clay outcrop",,,,,,,,,,,,,,,,,sheet,"United States of America",Utah,"San Juan Co.",,"2.2 miles east from Highway 160 on Blackridge Road",,,,38.41,-109.52,,,,,,,,,,,,,,,,en,,"2022-03-04 14:23:55",46df7648-adb0-486b-a982-64af46cc586a,40,urn:uuid:914e8d26-8165-48fa-9bb3-781e8bc6d9a2,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=2872397
2872507,NY,,,PreservedSpecimen,8c3bebf0-bcef-40c4-810b-55d46337b5b3,812457,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,,,,"! J. Andrew Alexander, November 2003",,,,"M. A. Franklin",,2809,1986-04-23,1986,4,23,11,11,"23 Apr 1986",,,,,,,,,,,,,,,,,,,sheet,"United States of America",Utah,"San Juan Co.",,"Kane Springs Canyon",,,,38.41,-109.41,,,,,,,,,1658,,,,,"5440 ft",,en,,"2022-03-04 14:25:47",8c3bebf0-bcef-40c4-810b-55d46337b5b3,40,urn:uuid:99a10ee7-cbdc-46d6-b9c8-3f9efa099a4c,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=2872507
2872541,NY,,,PreservedSpecimen,b11b76c5-595a-40e1-9d91-4fd7591602f9,812459,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,,,,"! J. Andrew Alexander, November 2003",,,,"M. A. Franklin",,6094,1988-05-22,1988,5,22,14,14,"22 May 1988",,,,,,,,,,,,,,,,,,,sheet,"United States of America",Utah,"Grand Co.",,"Ca. 6.5 miles south of Crescent Junction",,,,38.85,-109.77,,,,,,,,,1548,,,,,"5080 ft",,en,,"2022-03-04 14:27:18",b11b76c5-595a-40e1-9d91-4fd7591602f9,40,urn:uuid:400a5117-505f-4140-85e3-7f4dde7bbfb3,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=2872541
2872659,NY,,,PreservedSpecimen,73e6ccef-d7a5-49a4-b6de-d605a99dbe76,812458,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,,,,"! J. Andrew Alexander, November 2003",,,,"M. A. Franklin",,3059,1986-05-17,1986,5,17,13,13,"17 May 1986",,,,,,,,,,,,,,,,,,,sheet,"United States of America",Utah,"Grand Co.",,"Ca. 25 miles due northeast of Moab. Sevenmile Mesa. Slopes of Salt Wash",,,,38.78,-109.16,,,,,,,,,1646,,,,,"5400 ft",,en,,"2022-03-04 14:25:09",73e6ccef-d7a5-49a4-b6de-d605a99dbe76,40,urn:uuid:1fe842c9-e810-4849-8150-7055d5a8f021,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=2872659
2872814,NY,,,PreservedSpecimen,4fa6d27b-47c6-47a0-92b2-055f9a4b5454,812460,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,,,,"! J. Andrew Alexander, November 2003",,,,"S. Goodrich",,18186,1983-05-17,1983,5,17,13,13,"17 May 1983",,"Raw eroding clay barrens",,,,,,,,,,,,,,,,,sheet,"United States of America",Utah,"San Juan Co.",,"7 miles northeast of Aneth",,,,37.24,-109.07,,,,,,,,,1463,,,,,"4800 ft",,en,,"2022-03-04 14:24:09",4fa6d27b-47c6-47a0-92b2-055f9a4b5454,40,urn:uuid:51d0e3da-4e92-4d7b-8643-17b2aa00af90,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=2872814
2875307,NY,,,PreservedSpecimen,8701a6ce-b5bb-4de6-b74d-7f67a0fe262c,812450,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,"J. A. Alexander",2003-11,,,,,,"N. D. Atwood",,23442,1998-04-30,1998,4,30,12,12,"30 Apr 1998",,,,,,,,,,,,,,,,,,,sheet,"United States of America",Utah,"San Juan Co.",,"Ca. 0.9 mile east-southeast of Hatch Trading Post",,,,37.38,-109.23,,,,,,,,,,,,,,,,en,,"2022-03-04 14:25:40",8701a6ce-b5bb-4de6-b74d-7f67a0fe262c,40,urn:uuid:c6575ddc-ffc5-4b2f-a02c-e29f141bb614,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=2875307
2875328,NY,,,PreservedSpecimen,749fcc5f-bf4c-4f57-a0df-da83ec954512,812461,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,"J. A. Alexander",2003-11,,,,,,"S. L. Welsh",,21119,1982-05-13,1982,5,13,13,13,"13 May 1982",,"Rimrock community",,,,,,,,,,,,,,,,,sheet,"United States of America",Utah,"San Juan Co.",,"Lisbon Valley",,,,38.11,-109.07,,,,,,,,,1890,,,,,"Ca. 6200 ft",,en,,"2022-03-04 14:25:10",749fcc5f-bf4c-4f57-a0df-da83ec954512,40,urn:uuid:e892e61b-6ce1-4722-a65e-f0a9c5bf0613,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=2875328
2979451,NY,,,PreservedSpecimen,4a1735dd-f620-49a6-9ed2-04ff74382c6b,01248914,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,"J. A. Alexander",2003-11,,,,,,"N. D. Atwood",,9787,1984-05-25,1984,5,25,14,14,"25 May 1984",,"Pinyon-juniper comm.",,,,,,,,,,,,,,,,,sheet,"United States of America",Colorado,"Mesa Co.",,"4.9 mi SW of Colorado National Monument Headquarters near Monument Trail area",,,,39.0542,-108.7439,WGS84,,,,"TRS Conversion Calculator",Label,,,,,,,,,,en,,"2022-03-04 14:24:00",4a1735dd-f620-49a6-9ed2-04ff74382c6b,40,urn:uuid:f3498bb2-5329-4587-9dda-c10874ae7940,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=2979451
2979492,NY,,,PreservedSpecimen,df107b11-981c-438f-88fe-6cae5d357ad8,01248912,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,"R. C. Barneby",1988,,"!J. A. Alexander, 11-2003",,,,"N. D. Atwood",,12510,1987-05-06,1987,5,6,12,12,"06 May 1987",,"Shale outcrop in Valley. Atriplex confertifolia, Ceratoides lanata, Hilaria jamesii comm.",,,,,,,,,,,,,,,,,sheet,"United States of America",Colorado,"San Miguel Co.",,"Disappointment Valley, 5.2 mi ENE of Slickrock along Hwy 141",,,,38.0169,-108.8192,WGS84,,,,"TRS Conversion Calculator",Label,,,,,,,,,,en,,"2022-03-04 14:28:19",df107b11-981c-438f-88fe-6cae5d357ad8,40,urn:uuid:328cd77e-d656-4b7a-ac47-ccd7ebb76611,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=2979492
