id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collID,recordID,references
2979494,NY,,,PreservedSpecimen,d79e06a7-7922-4fdb-8359-8c8dca307341,01248913,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,"J. A. Alexander",2003-11,,,,,,"N. D. Atwood",,12500,1987-05-06,1987,5,6,12,12,"06 May 1987",,"Juniper-Hilaria mixed shrub comm. in gravelly boulders above Dolores River",,,,,,,,,,,,,,,,,sheet,"United States of America",Colorado,"San Miguel Co.",,"1.1 mi E of Slickrock along Hwy 141",,,,38.0314,-108.8742,WGS84,,,,"TRS Conversion Calculator",Label,,,,,,,,,,en,,"2022-03-04 14:28:09",d79e06a7-7922-4fdb-8359-8c8dca307341,40,urn:uuid:ff632212-84d3-48c9-a9cd-3726b68e472c,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=2979494
2979617,NY,,,PreservedSpecimen,c7c856e5-980e-4bef-9566-1183d82c8c59,01248910,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,"J. A. Alexander",2003-11,,,,,,"E. J. Neese",,13279,1983-05-14,1983,5,14,13,13,"14 May 1983",,"Siltstone of the Dakota and Morrison forms, Hilaria- shadscale community",,,,,,,,,,,,,,,,,sheet,"United States of America",Colorado,"Mesa Co.",,"Slopes SE of Hwy 340, Colo. R. bridge, ca. 2 mi S of Fruita",,,,39.1285,-108.7287,WGS84,,,,"TRS Conversion Calculator",Label,,,1417,,,,,"4650 ft",,en,,"2022-03-04 14:27:48",c7c856e5-980e-4bef-9566-1183d82c8c59,40,urn:uuid:3918656d-35f9-4269-bd34-e8376242b475,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=2979617
2984710,NY,,,PreservedSpecimen,45280227-e531-4c47-848d-7620130c1680,01248911,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,"J. A. Alexander",2003-11,,,,,,"E. J. Neese",,13375,1983-05-24,1983,5,24,14,14,"24 May 1983",,"P-J-black sage comm., Morrison form, rock-littered clay, sandy pockets",,,,,,,,,,,,,,,,,sheet,"United States of America",Colorado,"Mesa Co.",,"N side of Black Ridge, 6 air mi S of Fruita",,,,39.0688,-108.7627,WGS84,,,,"TRS Conversion Calculator",Label,,,2042,,,,,"6700 ft",,en,,"2022-03-04 14:23:52",45280227-e531-4c47-848d-7620130c1680,40,urn:uuid:03e83c9f-991a-47ba-b474-655cbd86e7d5,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=2984710
2985346,NY,,,PreservedSpecimen,28730de7-dac6-42ee-b318-abbd1f74f444,01248905,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,"R. C. Barneby",,,"! J. Andrew Alexander, Nov. 2003; [Cited as this species in The Atlas of North American Astragalus, Mem. NYBG. 1964.]",,,,"R. C. Barneby",,12745,1955-05-18,1955,5,18,13,13,"18 May 1955",,"Along draws in alkaline clay hills",,,,,,,,,,,,,,,,,sheet,"United States of America",Colorado,"Mesa Co.",,"S. bank of Grand River, 5 miles s.e. of Fruita",,,,39.1136,-108.6644,WGS84,5000,,,,"Google Earth",,,1402,1402,,,,"4600 ft",,en,,"2022-03-04 14:23:07",28730de7-dac6-42ee-b318-abbd1f74f444,40,urn:uuid:6a5d94e6-e4c9-412c-a027-3d3d8bf02ddb,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=2985346
2985355,NY,,,PreservedSpecimen,cd6e0755-6b51-4879-94fe-0e83b79d7e76,01248909,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,"R. C. Barneby",,,"! J. Andrew Alexander, Nov. 2003",,,,"R. C. Barneby",,17885,1983-05-19,1983,5,19,13,13,"19 May 1983",,"Steep bouldery clay banks",,,,,,,,,,,,,,,,,sheet,"United States of America",Colorado,"Montezuma Co.",,"Along McElmo Creek, 21 miles downstream from Cortez",,,,37.0678,-108.7494,WGS84,,,,,"Google Earth",,,,,,,,,,en,,"2022-03-04 14:27:55",cd6e0755-6b51-4879-94fe-0e83b79d7e76,40,urn:uuid:e07f38cc-8388-4bd7-b86f-c08740a67c21,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=2985355
2985615,NY,,,PreservedSpecimen,ec7b5ae9-b495-4384-a27f-3ec6097a5897,01248907,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,"R. C. Barneby",,,"!D. Isely, 1968. ! J. Andrew Alexander, Nov. 2003; [Cited as this species in The Atlas of North American Astragalus, Mem. NYBG. 1964.]",,,,"R. C. Barneby",,13058,1961-06-03,1961,6,3,15,15,"03 Jun 1961",,"Alkaline clay bluff on s. facing escarpment",,,,,,,,,,,,,,,,,sheet,"United States of America",Colorado,"Montrose Co.",,"Monogram Mesa, 10 mi. W. of Vancorum",,,,38.2281,-108.7817,WGS84,10000,,,,"Google Earth",,,1905,1905,,,,"6250 ft",,en,,"2016-09-30 00:00:00",ec7b5ae9-b495-4384-a27f-3ec6097a5897,40,urn:uuid:9ca168be-c69c-4e9d-b287-0b7d732824f3,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=2985615
2985618,NY,,,PreservedSpecimen,1dc4ad8a-3620-48c1-b285-6a70dc74122a,01248908,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,"R. C. Barneby",,,"! J. Andrew Alexander, Nov. 2003",,,,"R. C. Barneby",,13040,1961-06-03,1961,6,3,15,15,"03 Jun 1961",,"Benches of sandstone canyon",,,,,,,,,,,,,,,,,sheet,"United States of America",Colorado,"Montrose Co.",,"W. of Vancorum",,,,38.2306,-108.5983,WGS84,5000,,,,"Google Earth",,,1646,1646,,,,"5400 ft",,en,,"2022-03-04 14:22:48",1dc4ad8a-3620-48c1-b285-6a70dc74122a,40,urn:uuid:ae98ce7e-42a8-4199-83ed-276a17ac0fee,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=2985618
2985637,NY,,,PreservedSpecimen,3e3711f8-f556-4825-9e5d-38d8288b307e,01248906,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,"R. C. Barneby",,,"!D. Isely, 1968, 1979. ! J. Andrew Alexander, Nov. 2003; [Cited as this species in The Atlas of North American Astragalus, Mem. NYBG. 1964.]",,,,"R. C. Barneby",,13064,1961-06-04,1961,6,4,15,15,"04 Jun 1961",,"Gullied clay banks under sandstone escarpment",,,,,,,,,,,,,,,,,sheet,"United States of America",Colorado,"San Miguel Co.",,"Gypsum Gap",,,,38.0217,-108.7089,WGS84,5000,,,,"Google Earth",,,1859,1859,,,,"6100 ft",,en,,"2022-03-04 14:23:41",3e3711f8-f556-4825-9e5d-38d8288b307e,40,urn:uuid:1866a527-057b-48c5-8c66-6ef0eaa449d1,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=2985637
3014059,CS,,,PreservedSpecimen,e9256c35-5e4e-4e7a-b90d-da63be3b4f22,109216,95714,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,,,,,,,,"collectors: Bernadette Kuhn",,7897,2010-05-27,2010,5,27,147,,"27 May 2010",,"Side canyon below Wingate Formation. Damp sandy soil in bottom of draw",,,,,,,,,,"Juniperus osteosperma, Chrysothamns nauseosus, Erigeron flagellaris",,,,,,1,,"United States",Colorado,"Delta County",,"Delta County, Co Escalante Canyon below Cottonwood Springs. Ca. 16 mi W of Delta",,,,38.67,-108.32,WGS84,,,,,,,,,,,,,,,en,,"2017-01-16 14:32:13",9097,30,urn:uuid:e9256c35-5e4e-4e7a-b90d-da63be3b4f22,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3014059
3014060,CS,,,PreservedSpecimen,fdb509df-51c6-487a-a790-ea12b994c0a4,109217,94600,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,,,,,,,,"collectors: D. M. White",,2,2009-06-08,2009,6,8,159,,06/08/2009,,"Juniperus, Artemisia nova. Silt/sand",,,,,,,,,,,,,,,,1,,"United States",Colorado,"Mesa County",,"4.5 mi s of pavement in Rabbit Valley on w side of road. Plants to .3 dm.",,,,37.15,-109.04,WGS84,,,,,,,,,,,,,,,en,,"2017-01-16 14:42:43",9098,30,urn:uuid:fdb509df-51c6-487a-a790-ea12b994c0a4,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3014060
3107161,FLD,,,PreservedSpecimen,b1d1e19c-0a33-48e1-baa6-e832fac9ab58,FLD0005604,004552,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,,,,,,,,"Margarette J. Lyon",,8475,1996-06-03,1996,6,3,155,,,,"East on west facing hillside with juniper.",,,,,,,,,,,,,,,,,,"United States",Colorado,Mesa,,"Rabbit Valley.",,,,39.2159,-108.948,WGS84,970,"T10S R104W S1","R. McCauley",,GeoLocate,,"TRS Calculation.",,,,,,,,,,"2018-12-12 20:25:44",004552,116,urn:uuid:b1d1e19c-0a33-48e1-baa6-e832fac9ab58,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3107161
3107162,FLD,,,PreservedSpecimen,00a90474-e548-4c9e-a82d-12e45ee2edfe,FLD0005605,004553,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,,,,,,,,"Margarette J. Lyon",,1076,1993-05-20,1993,5,20,140,,,,"On Morrison and Dakota formation, slopes and mesa top, with pinyon, juniper, Astragalus linifolius, and A. lonchocarpos.",,,,,,,,,,,,,,,,,,"United States",Colorado,Montrose,,"San Miguel River drainage; ca 2 air mi SSE of Uravan.",,,,,,,,"T47N R17W S10 & S11",,,,,,1707,,,,,"5600 ft.",,,,"2020-06-15 14:44:25",004553,116,urn:uuid:00a90474-e548-4c9e-a82d-12e45ee2edfe,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3107162
3227317,DBG,KHD,,PreservedSpecimen,06597abf-a0f8-4853-bf5c-7cc78bfd9821,KHD00030901,19552,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,FABACEAE,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,,,,,,,,"E. Neese",,13375,1983-05-24,1983,5,24,144,,,,"Morrison form, rock-littered clay, sandy pockets",,,,,,,,,,,"Flower and fruit",,,,,,,USA,Colorado,Mesa,,"N side of Black Ridge, 6 air miles S of Fruita",,,,39.068756,-108.762669,,,"12N 0693557E 4326789N;",,,"Terrain Navigator",,"Certainty code: 3",2042,,,,,"6700 FT",,,,"2018-04-10 12:54:01",,113,urn:uuid:06597abf-a0f8-4853-bf5c-7cc78bfd9821,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3227317
3227318,DBG,KHD,,PreservedSpecimen,a9d62994-6f28-4b47-a587-78a6f82ab366,KHD00030719,6680,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,FABACEAE,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,,,,,,,,"Janet L. Wingate",,1437,1982-05-07,1982,5,7,127,,,,"near dirt road",,,,,,,,,,,Fruit,,,,,,,USA,Colorado,Mesa,,"W of Mack, leading S from highway 6",,,,39.224547,-108.869532,,10000,"12N 0683905E 4343858N;",,,"Terrain Navigator",,"Certainty code: 6",,,,,,,,,,"2018-04-10 12:54:01",,113,urn:uuid:a9d62994-6f28-4b47-a587-78a6f82ab366,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3227318
3374400,SEINet,,,HumanObservation,f49009b0-0d55-4076-9c15-c2349eb1051a,,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,,,,,,,,"Wendy Hodgson",,sn,2000-05-02,2000,5,2,123,,,,,,"pods unilocular, barely pubescent, foliage glabrous, stipe 2mm",,,,,,,,,"flowers and fruit",,,,,,,USA,COLORADO,"San Miguel County",,"Slickrock put-in for the Dolores River,",,0,,38.041667,-108.891667,,,,,,,,,1646,,,,,5400ft,,,glenn,"2008-03-22 00:00:00",,102,urn:uuid:f49009b0-0d55-4076-9c15-c2349eb1051a,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3374400
4679448,BRY,V,BRY,PreservedSpecimen,BRY:V:0105906,BRYV0105906,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,,,,,,,,"S. Goodrich","D. Atwood",18186,1983-05-17,1983,5,17,137,,1983-5-17,,"Raw eroding clay barrens.",,,,,,,,,,"With Eriogonum salseginosum.",,,0,,,,,U.S.A.,Utah,"San Juan",,"7 mi NE of Aneth.",,0,,37.21505,-109.08069,,0,"37.21505 N 109.08069 W ± 569 m <source: convert from TRS> /// T41S R26E S9 SW1/4.","May R. Carr",,,Verified,"center of section quarter",1463,,,,,"4800 ft.",,English,,"2022-01-01 00:00:00",BRY01.114519,106,urn:uuid:fbd82494-765e-4d98-a00b-2c4254efaa4d,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=4679448
4679453,BRY,V,BRY,PreservedSpecimen,BRY:V:0105905,BRYV0105905,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,,,,,,,,"D. Atwood",,7474,1980-05-20,1980,5,20,141,,1980-5-20,,"Sandy gravel hillside.",,,,,,,,,,"With Pinyon-juniper.",,,0,,,,,U.S.A.,Utah,"San Juan",,"Yellow Jacket Canyon about 13 miles SE of Moab.",,0,,38.4107,-109.43247,,0,"38.4107 N 109.43247 W ± 1127 m <source: convert from TRS> /// T27S R23E S31-32 .","May R. Carr",,,Verified,"section centroid",,,,,,,,English,,"2022-01-01 00:00:00",BRY01.114524,106,urn:uuid:7558e540-a0b7-4c82-8a96-4b87f365c258,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=4679453
4679457,BRY,V,BRY,PreservedSpecimen,BRY:V:0105904,BRYV0105904,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,,,,,,,,"O. A. Beath",,s.n.,1942-06-04,1942,6,4,155,,1942-6-4,,"Morrison Formation.",,,,,,,,,,,,,0,,,,,U.S.A.,Utah,Grand,,"4 miles north of Ellis Mine on Yellow Cat reservoir road",,0,,,,,,,,,,,,,,,,,,,English,,"2022-01-01 00:00:00",BRY01.114528,106,urn:uuid:4f6fa3cb-dad4-4d84-9ca2-368a2ef4fd43,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=4679457
4679459,BRY,V,BRY,PreservedSpecimen,BRY:V:0105903,BRYV0105903,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,,,,,,,,"B. Franklin",,2809,1986-04-23,1986,4,23,113,,1986-4-23,,,,,,,,,,,,"With pinyon, juniper, cliffrose.",,,0,,,,,U.S.A.,Utah,"San Juan",,"SE of Moab. Kane Springs Canyon.",,0,,38.41072,-109.41418,,0,"38.41072 N 109.41418 W ± 1127 m <source: convert from TRS> /// T27S R23E S32 .","May R. Carr",,,Verified,"section centroid",1658,,,,,"5440 ft.",,English,,"2022-01-01 00:00:00",BRY01.114530,106,urn:uuid:1bba8617-e76c-4515-9b9e-abd871417a52,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=4679459
4679461,BRY,V,BRY,PreservedSpecimen,BRY:V:0105902,BRYV0105902,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,,,,,,,,"B. Franklin",,1530,1985-05-14,1985,5,14,134,,1985-5-14,,"In sand among rocks along Pack Creek.",,,,,,,,,,,,,0,,,,,U.S.A.,Utah,"San Juan",,"SE end of Spanish Valley.",,0,,38.45434,-109.41423,,0,"38.45434 N 109.41423 W ± 1127 m <source: convert from TRS> /// T27S R23E S17 .","May R. Carr",,,Verified,"section centroid",1640,,,,,"5380 ft.",,English,,"2022-01-01 00:00:00",BRY01.114532,106,urn:uuid:1af80cee-a87c-4ea1-adc3-69e3f2777ad5,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=4679461
4679464,BRY,V,BRY,PreservedSpecimen,BRY:V:0105901,BRYV0105901,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,,,,,,,,"S. L. Welsh","B. T. Welsh; M. Chatterley",21119,1982-05-13,1982,5,13,133,,1982-5-13,,"Morrison Formation, rimrock community.",,,,,,,,,,,,,0,,,,,U.S.A.,Utah,"San Juan",,"Lisbon Valley.",,0,,38.11975,-109.07212,,0,"38.11975 N 109.07212 W ± 1127 m <source: convert from TRS> /// T31S R26E S4 .","May R. Carr",,,Verified,"section centroid",1890,,,,,"~ 6200 ft.",,English,,"2022-01-01 00:00:00",BRY01.114535,106,urn:uuid:8e81becf-ec08-4723-a359-75c12aafefec,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=4679464
4679467,BRY,V,BRY,PreservedSpecimen,BRY:V:0105900,BRYV0105900,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,,,,,,,,"Rupert C. Barneby",,17804,1982-05-19,1982,5,19,139,,1982-5-19,,"Steep clay bank.",,,,,,,,,,,,,0,,,,,U.S.A.,Utah,"San Juan",,"1 mi. S of Hatch Trading Post.",,0,,,,,,,,,,,,,,,,,,,English,,"2022-01-01 00:00:00",BRY01.114538,106,urn:uuid:76d9f206-a5e6-484c-88f8-7fd8c9165652,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=4679467
4679468,BRY,V,BRY,PreservedSpecimen,BRY:V:0105899,BRYV0105899,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,,,,,,,,"D. Atwood","D. Trotter",23609,1998-05-27,1998,5,27,147,,1998-5-27,,"Pinyon/Juniper/mountain brush community.",,,,,,,,,,,,,0,,,,,U.S.A.,Utah,"San Juan",,"Island Mesa S of Greasewood Canyon adjacent to San Miguel Co., Colorado.",,0,,38.1345,-109.05522,,0,"38.1345 N 109.05522 W ± 1127 m <source: convert from TRS> /// T30S R26E S34 .","May R. Carr",,,Verified,"section centroid",2000,,,,,"2000 m.",,English,,"2022-01-01 00:00:00",BRY01.114539,106,urn:uuid:7084c632-bff9-4563-a2e6-a5dc7ea1e379,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=4679468
4679469,BRY,V,BRY,PreservedSpecimen,BRY:V:0105898,BRYV0105898,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,,,,,,,,"D. Atwood","B Thompson",8803,1982-05-21,1982,5,21,141,,1982-5-21,,"Bare clay outcrop.",,,,,,,,,,"With rabbitbrush-artemisia nova.",,,0,,,,,U.S.A.,Utah,"San Juan",,"2.2 mi E from Hwy 160 on Blackridge Road, S side of Rd.",,0,,38.41063,-109.52442,,0,"38.41063 N 109.52442 W ± 1127 m <source: convert from TRS> /// T27S R22E S32 SW1/4.","May R. Carr",,,Verified,"section centroid",,,,,,,,English,,"2022-01-01 00:00:00",BRY01.114541,106,urn:uuid:ff58a3c5-50b0-43b4-917d-98a32994c9ac,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=4679469
4679470,BRY,V,BRY,PreservedSpecimen,BRY:V:0105914,BRYV0105914,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,,,,,,,,"D. Trotter",,78,1979-04-27,1979,4,27,117,,1979-4-27,,"Highlands area northeast of Arches National Park. Desert shrub community.",,,,,,,,,,,,,0,,,,,U.S.A.,Utah,Grand,,"Big Flat-Squaw Park P. U.",,0,,38.81849,-109.45426,,0,"38.81849 N 109.45426 W ± 1127 m <source: convert from TRS> /// T23S R22E S11 .","May R. Carr",,,Verified,"section centroid",,,,,,,,English,,"2022-01-01 00:00:00",BRY01.114542,106,urn:uuid:723192ee-10f3-4e5d-b0b9-169ff792ebd9,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=4679470
4679471,BRY,V,BRY,PreservedSpecimen,BRY:V:0105913,BRYV0105913,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,,,,,,,,"M. A. (Ben) Franklin",,6094,1988-05-22,1988,5,22,143,,1988-5-22,,,,,,,,,,,,"With juniper, blackbrush, rabbitbrush, single leaf ash, cliffrose, saltbush.",,,0,,,,,U.S.A.,Utah,Grand,,"About 6.5 mi S of Crescent Junction.",,0,,38.85421,-109.76886,,0,"38.85421 N 109.76886 W ± 1127 m <source: convert from TRS> /// T22S R19E S36 .","May R. Carr",,,Verified,"section centroid",1548,,,,,"5080 ft.",,English,,"2022-01-01 00:00:00",BRY01.114543,106,urn:uuid:0e1ac6f5-9c03-4712-bb1b-8890a3a2f146,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=4679471
4679473,BRY,V,BRY,PreservedSpecimen,BRY:V:0105912,BRYV0105912,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus eastwoodiae",45965,M.E.Jones,Astragalus,,eastwoodiae,,,Species,,,,,,,,"B. Franklin",,3059,1986-05-17,1986,5,17,137,,1986-5-17,,"Member Morrison Formation. Salt desert shrub community.",,,,,,,,,,,,,0,,,,,U.S.A.,Utah,Grand,,"About 25 mi due NE of Moab. Sevenmile Mesa. Slopes of Salt Wash.",,0,,38.8848,-109.14832,,0,"38.8848 N 109.14832 W ± 1127 m <source: convert from TRS> /// T23S R25E S28 S.","May R. Carr",,,Verified,"section centroid",1646,,,,,"5400 ft.",,English,,"2022-01-01 00:00:00",BRY01.114545,106,urn:uuid:7e72b7b5-ba03-4bbf-abba-0e993b5f9362,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=4679473
