coreid,identifiedBy,identifiedByID,dateIdentified,identificationQualifier,scientificName,tidInterpreted,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identificationReferences,identificationRemarks,recordID,modified
4024216,unknown,,unknown,,"Delphinium alpestre",18136,,Delphinium,alpestre,,,,bcea604d-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:7c4d105b-10f8-4470-b177-c1a3714f050e,"2014-02-21 18:08:59"
4777456,,,2009-00-00,,"Delphinium alpestre",,Rydb.,,,,,,,urn:uuid:2855742f-d04d-483c-8e07-b16d13e75079,"2014-10-03 06:18:38"
4777456,"not specified",,2009-00-00,,"Delphinium alpestre",,Rydb.,,,,,,,urn:uuid:56b4750a-d469-4266-a587-5244e91f6979,"2021-01-07 16:23:24"
4821909,,,1999-00-00,,"Delphinium alpestre",,Rydb.,,,,,,,urn:uuid:fa786b77-3673-44a7-b54a-467810a44a63,"2014-10-03 06:18:38"
4821909,"not specified",,1999-00-00,,"Delphinium alpestre",,Rydb.,,,,,,,urn:uuid:fdabaaf1-e6ef-468f-8e3d-ff40570f29f6,"2021-01-07 16:23:24"
4821911,,,1999-00-00,,"Delphinium alpestre",,Rydb.,,,,,,,urn:uuid:33ff1b62-2a43-4b39-a53f-3d6a5a5f1e8f,"2014-10-03 06:18:38"
4821911,"not specified",,1999-00-00,,"Delphinium alpestre",,Rydb.,,,,,,,urn:uuid:e5e4bff2-192c-422c-996a-a690713f5c1b,"2021-01-07 16:23:24"
4821912,,,1999-00-00,,"Delphinium alpestre",,Rydb.,,,,,,,urn:uuid:e32ecca2-a884-4f66-bf5b-5565cf85fad7,"2014-10-03 06:18:38"
4821912,"not specified",,1999-00-00,,"Delphinium alpestre",,Rydb.,,,,,,,urn:uuid:0ef29f7a-ed22-4a9b-8b78-2b68ce9baee1,"2021-01-07 16:23:24"
4726467,,,2008-01-18,,"Delphinium alpestre",,Rydb.,,,,,,,urn:uuid:098cd18e-8d69-4da4-b135-00cd5db689e4,"2014-10-03 06:18:38"
4726467,"not specified",,2008-01-18,,"Delphinium alpestre",,Rydb.,,,,,,,urn:uuid:bd32fcd7-0525-45d2-85ce-f2a9af3d722c,"2021-01-07 16:23:24"
1304446,,,,,"Delphinium alpestre",,Rydb.,,,,,,,urn:uuid:fd4d22bb-97c5-489b-b82b-543419b087f5,"2014-10-03 06:18:38"
1304446,"not specified",,"not specified",,"Delphinium alpestre",,Rydb.,,,,,,,urn:uuid:97b02f71-830d-4997-abc1-20603bea9051,"2021-01-07 16:23:24"
1755945,,,,,"Delphinium alpestre",,Rydb.,,,,,,,urn:uuid:9e774089-58ee-4a16-a7f8-08fcbc224983,"2014-10-03 06:18:38"
1755945,"not specified",,"not specified",,"Delphinium alpestre",,Rydb.,,,,,,,urn:uuid:00f52911-2997-4641-b220-dc51a052be3f,"2021-01-07 16:23:24"
1756811,,,,,"Delphinium alpestre",,Rydb.,,,,,,,urn:uuid:0f76719d-e31e-4079-a5bc-7a6381be833c,"2014-10-03 06:18:38"
1756811,"not specified",,"not specified",,"Delphinium alpestre",,Rydb.,,,,,,,urn:uuid:30208e17-d8cf-4b1d-b191-bf124c209659,"2021-01-07 16:23:24"
4726332,,,2008-01-18,,"Delphinium alpestre",,Rydb.,,,,,,,urn:uuid:69065fd9-6b9c-4e21-843a-74606557d4e4,"2014-10-03 06:18:38"
4726332,"not specified",,2008-01-18,,"Delphinium alpestre",,Rydb.,,,,,,,urn:uuid:7750f291-2c94-4299-bf1b-b615ea45a4a9,"2021-01-07 16:23:24"
3466854,"Hartman, Ronald L.",,1968,,"Delphinium alpestre",18136,Rydb.,Delphinium,alpestre,,,,,urn:uuid:9d357be3-a6a3-41b5-93d6-20736ce91326,"2013-08-10 10:30:46"
23787638,"not specified",,"not specified",,"Delphinium alpestre Rydberg",,Rydberg,,,,,,,urn:uuid:acd4121d-0e0a-4c7e-a6f3-76b40b33bc66,"2020-02-13 13:52:16"
