id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collID,recordID,references
13798624,COLO,V,,PreservedSpecimen,90fad4be-3e8b-4e07-9faa-90979d947300,00603431,31240,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,POLYGONACEAE,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"Hazel M. Schmoll",,1480,1924-09-12,1924,9,12,256,,"12 September 1924","Eriogonum lonchophyllum, James L. Reveal, 1969. ID det. Dr. E.B. Payson, 1924.","On south-facing slope of shale slide.",,,,,,,,,,,Flr,,,,,,,"United States",Colorado,Archuleta,,"At north end of gulch leading from Johnson sawmill on Piedra River.",,,,37.19445,-107.30116,WGS84,3000,,"Bre Leinbach","COLO IMLS 2015; Biogeomancer Guide to Best Practices in Georeferencing","National Geographic Topo!",,"Could not locate sawmill on any map so plotted the point at the GNIS for Chimney Rock and increased the uncertainty to cover the area to Devil Creek/Piedra River. BL; Georeferenced 29 September 2015",2042,,,,,"6700 ft",,,"Access DB","2015-07-22 00:00:00",23920,368,urn:uuid:22d323ea-68b9-448e-b7e4-52605d322dd3,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13798624
13798625,COLO,V,,PreservedSpecimen,b9cfd95e-e22a-4a37-a758-ec9ac9656385,00603449,222282,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,POLYGONACEAE,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"James L. Reveal; Gerrit Davidse",,944,1967-09-07,1967,9,7,250,,"7 September 1967","The type area.","On moist roadbanks in heavy woods.",,,,,,,,,,,Flr,,,,,,,"United States",Colorado,Archuleta,,"0.5 mile north of the Rio Blanco Bridge, along U.S. Highway 84 along Rio Blanco, 10.5 miles south of the junction of U.S. Highways 84 and 160 near Pagosa Springs.",,,,37.14654,-106.9303,WGS84,1000,,"Bre Leinbach","COLO IMLS 2015; Biogeomancer Guide to Best Practices in Georeferencing","National Geographic Topo!",,"I plotted the point .5 mi N along road from the place where the Rio Blanco crosses Hwy 84. BL; Georeferenced 25 August 2015",,,,,,,,,"Access DB","2015-07-22 00:00:00",23921,368,urn:uuid:9069a456-3106-4b44-afb0-423914d8bde8,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13798625
13798626,COLO,V,,PreservedSpecimen,596eaff4-db67-4d04-80df-9da7a2221217,00603456,269194,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,POLYGONACEAE,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"James L. Reveal",,2548,1971-07-29,1971,7,29,210,,"29 July 1971","Flowers white.","On clay banks.",,,,,,,,,,,Flr,,,,,,,"United States",Colorado,Archuleta,,"Along U.S. Highway 84 south of Pagosa Springs at the Blanco Basin Road turnoff, about 1 mile north of Rio Blanco Creek.",,,,37.17646,-106.93701,WGS84,1000,,"Bre Leinbach","COLO IMLS 2015; Biogeomancer Guide to Best Practices in Georeferencing","National Geographic Topo!",,"Plotted the point at the interesction of Hwy 84 and Blanco Basin Road. BL; Georeferenced 25 August 2015",2195,,,,,"7200 ft",,,"Access DB","2015-07-22 00:00:00",23922,368,urn:uuid:e56b5008-a8fc-4509-b315-6b6070e57c39,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13798626
13798627,COLO,V,,PreservedSpecimen,28201e2d-d0f8-419a-9d9e-80352fd94db2,00603464,43447,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,POLYGONACEAE,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"Alice Eastwood",,sn,1890-07-00,1890,7,0,,,"July 1890","Eriogonum scoparium, det. R. P. Duthie. Original ID: Eriogonum.",,,,,,,,,,,,Flr,,,,,,,"United States",Colorado,"La Plata",,Durango.,,,,37.27528,-107.88006,WGS84,3500,,"Bre Leinbach","COLO IMLS 2015; Biogeomancer Guide to Best Practices in Georeferencing","National Geographic TOPO!",,"Plotted the point at the GNIS for Durango and increased uncertainty to cover city limits. BL; Georeferenced 12 November 2015",,,,,,,,,"Access DB","2015-07-22 00:00:00",23923,368,urn:uuid:58fc82ee-b085-4585-9276-24de81f97d17,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13798627
13798740,COLO,V,,PreservedSpecimen,bc594654-18c4-4766-a86f-6e90dd6b873e,00604603,134535,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,POLYGONACEAE,"Eriogonum saurinum",49003,Reveal,Eriogonum,,saurinum,,,Species,,,,,,,,"M. Walter Pesman",,sn,1954-05-30,1954,5,30,150,,"30 May 1954","Eriogonum saurinum Reveal, New to Colorado, det. James L. Reveal, 1971. Original ID: Eriogonum batemani, New to Colorado.",,,,,,,,,,,,Flr,,,,,,,"United States",Colorado,Moffat,,"Near Mantle Ranch, Dinosaur National Monument.",,,,,,,,,,,,,,,,,,,,,,"Access DB","2019-11-04 15:09:20",24036,368,urn:uuid:b94aa049-c937-4289-91ef-b09b5a143a5c,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13798740
13798741,COLO,V,,PreservedSpecimen,58a70374-b6a0-46b3-8e0c-56dab416f08b,00604611,432187,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,POLYGONACEAE,"Eriogonum saurinum",49003,Reveal,Eriogonum,,saurinum,,,Species,,,,,,,,"S. O'Kane",,3036,1987-06-02,1987,6,2,153,,"02 June 1987",,"On barren clay slopes with Machaeranthera and Atriplex confertifolia. Rare and local. Park City Formation.",,,,,,,,,,,Flr,,,,,,,"United States",Colorado,Moffat,,"Dinosaur National Monument. Mantle Ranch Road at crossing of Red Rock Canyon.",,,,,,,,"T6N R103W SEC11 SW¼ of SE¼ of NW¼",,,,,,1692,,,,,"5550 ft",,,"Access DB","2019-11-04 15:09:20",24037,368,urn:uuid:da0aeaf3-0066-4b9b-a7f8-96936ea82c8c,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13798741
13800500,COLO,V,,PreservedSpecimen,8939a9e8-9f4e-4d70-96b1-cbc03a04e03e,00783134,505007,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,POLYGONACEAE,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"James L. Reveal; C. Rose Broome",,6266,1986-08-04,1986,8,4,216,,"04 August 1986",,"On clayish soil associated with Artemisia, pinyon-juniper.",,,,,,,,,,,"Flr & Frt",,,,,,,"United States",Colorado,Eagle,,"Along Colorado Highway 82, 1.2 miles west of Basalt.",,,,39.3677,-107.05489,WGS84,600,,"Mat Sharples","SoRo; Biogeomancer Guide to Best Practices","National Geographic Topo!",,"I plotted the site 1.2 miles W of Basalt via Highway 82 and incorporated a quarter mile of uncertainty surrounding Basalt city limits and a tenth of a mile around the point itself.",2012,,,,,"6600 ft",,,"Access DB","2020-01-29 14:09:31",25796,368,urn:uuid:ecd997fe-b48c-43d9-9706-2d86bd647439,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13800500
13800501,COLO,V,,PreservedSpecimen,193ca901-18bd-428d-ae0c-e296cd559784,00783142,505008,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,POLYGONACEAE,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"James L. Reveal; C. Rose Broome",,6268,1986-08-04,1986,8,4,216,,"04 August 1986",,"On clay bank.",,,,,,,,,,,"Flr & Frt",,,,,,,"United States",Colorado,Garfield,,"On clay bank along the Denver and Rio Grande Western railroad tracks at the east end of Carbondale at the junction of the county roads to town and to Colorado Highway 133.",,,,39.39977,-107.20624,WGS84,1000,,"Ana Rose","SoRo; Biogeomancer, Guide to Best Practices in Georeferencing","National Geographic TOPO!",,"I plotted this point just E of Carbondale along the Denver/Rio Grande Western railroad tracks at the junction with the county roads to town and CR 133, at the given elevation; 10/2/19",1890,,,,,"6200 ft",,,"Access DB","2020-10-29 15:24:22",25797,368,urn:uuid:bf92e813-1eae-4d5d-b42f-301bd28a70d0,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13800501
13800507,COLO,V,,PreservedSpecimen,ff0a6d9f-0b98-4038-8f43-e8bb16a883ed,00786525,504467,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,POLYGONACEAE,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"Nan Lederer; Dina Clark",,03-165,2003-09-08,2003,9,8,251,,"8 September 2003",,"Sagebrush flats with a few rocky knolls and patches of oak. On cobbly hill with low sage, much open ground.",,,,,,,,,,,Flr,,,,,,,"United States",Colorado,Gunnison,,"Curecanti National Recreation Area. Milepost 134. Along Hwy. 50, south side of Blue Mesa Reservoir. GPS waypoint: BC13.",,,,38.46679,-107.28958,WGS84,100,"300250E 4260092N;","Ryan Allen","COLO IMLS 2015; Biogeomancer Guide to Best Practices in Georeferencing","National Geographic Topo!",,"I placed the point along HWY 50 in the Curecanti National Recreation Area at the converted collector provided coordinates. RA; Georeferenced 12 September 2017",2310,,,,,"7580 ft",,,"Access DB","2015-07-22 00:00:00",25803,368,urn:uuid:1834ac1e-8a7c-43e9-99dc-6673746e76fa,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13800507
13800508,COLO,V,,PreservedSpecimen,5cb51f1d-2f38-4ecc-85ce-f525a0d624a0,00786533,504136,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,POLYGONACEAE,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"Dina Clark; Tim Hogan",,1970,2003-06-13,2003,6,13,164,,"13 June 2003","White flowers.","Sage shrubland. Rocky, open, sagebrush flat with Hesperostipa comata, Castilleja chromosa, and Tetraneuris ivesiana.",,,,,,,,,,,Flr,,,,,,,"United States",Colorado,Gunnison,,"Curecanti National Recreation Area. Overlook along Dillon Pinnacles Trail. GPS waypoint: AC6.",,,,38.4794,-107.26883,WGS84,100,"302095E 4261446N;","Ryan Allen","COLO IMLS 2015; Biogeomancer Guide to Best Practices in Georeferencing","National Geographic Topo!",,"I placed the point in the Curecanti National Recreation Area at the converted collector provided coordinates. RA; Georeferenced 12 September 2017",2393,,,,,"7850 ft",,,"Access DB","2015-07-22 00:00:00",25804,368,urn:uuid:18cb245e-9523-43a6-88cb-9240eeffd982,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13800508
13800509,COLO,V,,PreservedSpecimen,dd266861-1cba-4f7d-a0b6-e38b9fa26882,00786541,504285,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,POLYGONACEAE,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"D. Clark",,2109,2003-08-09,2003,8,9,221,,"09 August 2003",,"At roadside in sagebrush with Hesperostipa comata and Artemisia tridentata.",,,,,,,,,,,Flr,,,,,,,"United States",Colorado,Montrose,,"Black Canyon of the Gunnison National Park. Along North Rim Entrance Road approx. 0.5 miles from intersection with North Rim Road and road to campground. GPS waypoint: BB9.",,,,,,,,"265812E 4274827N;",,,,,,2313,,,,,"7590 ft",,,"Access DB","2019-11-04 15:09:20",25805,368,urn:uuid:3e5396c6-8e19-4889-bd51-737de317a660,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13800509
13800526,COLO,V,,PreservedSpecimen,9991757a-6382-442f-bb1d-458c7ef27a89,00791152,505072,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,POLYGONACEAE,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"James L. Reveal",,8402,2003-10-10,2003,10,10,283,,"10 October 2003",,"On steep Mancos Shale slopes associated with Juniperus and Atriplex.",,,,,,,,,,,Flr,,,,,,,"United States",Colorado,Montezuma,,"Mesa Verde National Park, west slope of The Knife Edge along old, abandoned roadway north of Ridge Road.",,,,37.3,-108.44167,WGS84,100,"37° 18' 00""N, 108° 26' 30""W; T35N R14W SEC7 SW¼","Bre Leinbach","COLO IMLS 2015; Biogeomancer Guide to Best Practices in Georeferencing","National Geographic TOPO!",,"Plotted the point at the collector given coordinates. Matches written description, TRS, and given elevation. BL; Georeferenced 4 April 2016",2347,,,,,"7700 ft",,,"Access DB","2015-07-22 00:00:00",25822,368,urn:uuid:caed44c1-3e3d-4489-b5a4-211922f75946,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13800526
13800527,COLO,V,,PreservedSpecimen,a702bd5e-3eab-4f0d-839b-610200d42431,00791160,505067,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,POLYGONACEAE,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"James L. Reveal; C. Rose Broome",,8438,2003-11-01,2003,11,1,305,,"01 November 2003",,"On gravelly road banks with Ericameria and Artemisia.",,,,,,,,,,,Flr,,,,,,,"United States",Colorado,Montrose,,"Along Colorado Highway 141 at milespost 55.2, 0.2 mile south-southwest of County Road FF31, 1.4 miles south of Colorado Highway 145, about 4 airmiles east-southeast of Naturita.",,,,38.208056,-108.493611,,,"38° 12' 29""N, 108° 29' 37""W; T46N R15W SEC26",,,,,,1792,,,,,"5880 ft",,,"Access DB","2019-11-04 15:09:20",25823,368,urn:uuid:fb712090-710d-4cc3-b474-8d4c88f3319e,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13800527
13800528,COLO,V,,PreservedSpecimen,e4f4cf6d-abc7-47c5-83f0-d51590a7a706,00791178,505062,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,POLYGONACEAE,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"James L. Reveal",,7267,1992-07-26,1992,7,26,208,,"26 July 1992",,"On sandy loam soil associated with Artemisia and pinyon-juniper.",,,,,,,,,,,Flr,,,,,,,"United States",Colorado,Montrose,,"Paradox Valley, along Colorado Highway 90, 2 miles east of Bedrock and 0.2 mile west of River Road (Road Y11), on a small hill near the highway.",,,,38.237778,-108.729167,,,"38° 14' 16""N, 108° 43' 45""W; T47N R18W SEC21 SW¼",,,,,,1532,,,,,"5025 ft",,,"Access DB","2019-11-04 15:09:20",25824,368,urn:uuid:6d334a73-481a-40cb-b5c4-5b7bb04ca396,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13800528
13800529,COLO,V,,PreservedSpecimen,315fa2e9-1c1a-44dd-a7ec-58b0a133eed7,00791186,505063,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,POLYGONACEAE,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"James L. Reveal",,7266,1992-07-26,1992,7,26,208,,"26 July 1992",,"On sandy loam soil associated with Artemisia, pinyon-juniper and Ericameria.",,,,,,,,,,,Flr,,,,,,,"United States",Colorado,Montrose,,"Along the road to Skein Mesa ( Road DD19), 8.5 miles northwest of Colorado Highway 141, 0.6 miles southwest of Colorado Highway 90, on a low ridge overlooking Paradox Valley.",,,,38.237778,-108.729167,,,"38° 14' 16"" N, 108° 43' 45"" W; T46N R17W SEC15 NW¼ of SE¼",,,,,,1768,,,,,"5800 ft",,,"Access DB","2019-11-04 15:09:20",25825,368,urn:uuid:bb368de4-b7a4-447c-a33f-e73fdf16136b,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13800529
13800530,COLO,V,,PreservedSpecimen,fd68f384-1b73-4e23-a4d7-f3f79aad1a95,00791194,505068,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,POLYGONACEAE,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"James L. Reveal; C. Rose Broome",,8436,2003-11-01,2003,11,1,305,,"01 November 2003",,"On grayish clay hills.",,,,,,,,,,,Flr,,,,,,,"United States",Colorado,"San Miguel",,"Big Gypsum Valley area, along Colorado Highway 141 at milepost 35, 0.5 mile west of County Road S22, 25.5 miles northeast of Egnar and 8.8 miles southwest of Basin.",,,,38.034167,-108.674722,WGS84,1000,"38° 2' 3""N, 108° 40' 29""W; T44N R18W SEC35","Ana Rose","SoRo; Biogeomancer, Guide to Best Practices in Georeferencing","National Geographic TOPO!",,"Point generated from collector given coordinates, which are slightly off from the given TRS values. Placed along Hwy 141, about 0.5 miles away from CR S22 (road verified on GeoLocate), close to given elevation in the Gypsum Valley area; 3/5/19",1894,,,,,"6215 ft",,,"Access DB","2020-10-29 17:06:34",25826,368,urn:uuid:d0b9cc6b-92eb-460b-a6dd-18b55823cd7e,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13800530
13800531,COLO,V,,PreservedSpecimen,3d884d29-49a1-4fec-a043-e39e2ba1d248,00791202,505082,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,POLYGONACEAE,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"James L. Reveal; C. Rose Broome",,6364,1986-08-05,1986,8,5,217,,"05 August 1986",,"On low rolling hills associated with scattered sagebrush and other shrubs.",,,,,,,,,,,Flr,,,,,,,"United States",Colorado,Gunnison,,"Along U.S. Highway 50, 5.4 miles east of Gunnison and 2.6 miles west of the junction with Colorado Highway 114.",,,,,,,,,,,,,,2362,,,,,"7750 ft",,,"Access DB","2019-11-04 15:09:20",25827,368,urn:uuid:8531bb8d-d184-452d-9ce9-198fc9ff8232,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13800531
13800532,COLO,V,,PreservedSpecimen,b8f0138e-b2a4-4818-bfce-139e486594f3,00791210,505075,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,POLYGONACEAE,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"James L. Reveal; C. Rose Broome",,6324,1986-08-04,1986,8,4,216,,"04 August 1986",,"On heavy clayey soil associated with Artemisia and Pinus.",,,,,,,,,,,Flr,,,,,,,"United States",Colorado,Mesa,,"Along the dirt road east of Divide Creek southeast of Silt, about 4 road miles from Silt and 2 miles southeast of the junction of County Road 335.",,,,,,,,,,,,,,1722,,,,,"5650 ft",,,"Access DB","2019-11-04 15:09:20",25828,368,urn:uuid:1651eb68-b001-475e-bdf0-a74913375fc1,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13800532
13800546,COLO,V,,PreservedSpecimen,34fb65fc-bb76-4474-936b-dc29d864414f,00806976,505046,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,POLYGONACEAE,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"James L. Reveal",,7263,1992-07-26,1992,7,26,208,,"26 July 1992",,"On rocky outcrops associated with Artemisia and Juniperus.",,,,,,,,,,,Flr,,,,,,,"United States",Colorado,Montrose,,"Along Colorado Highway 90, 2.4 miles southwest of Colorado Highway 141, about 3 air miles west of Naturita, on the south slope of Sawtooth Ridge north of the road.",,,,38.896111,-108.621944,,,"38° 53' 46""N, 108° 37' 19""W; T46N R16W SEC29 SW¼ of NE¼",,,,,,1737,,,,,"5700 ft",,,"Access DB","2019-11-04 15:09:20",25842,368,urn:uuid:e625347f-c5e4-4093-8372-50cf36d49e1e,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13800546
13800547,COLO,V,,PreservedSpecimen,1b8e047a-d38e-4fa1-a4b2-ed0e5c8b6141,00810317,505834,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,POLYGONACEAE,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"G. Rink",,2772,2003-09-23,2003,9,23,266,,"23 September 2003","Flora of Yucca House National Monument.","Steep south-facing Mancos Shale slopes.",,,,,,,,,,,Flr,,,,,,,"United States",Colorado,Montezuma,,"Yucca House National Monument, east property.",,,,37.229317,-108.644646,,,"12S 708955 4122911;",,,,,,1890,,,,,"6200 ft, 1890 m",,,"Access DB","2019-11-04 15:09:20",25843,368,urn:uuid:5c1bcbd9-824c-4d6e-90fe-7cef1438b8d3,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13800547
13800549,COLO,V,,PreservedSpecimen,2dbaf346-07ba-4de4-999d-6c64428effc6,00810929,505069,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,POLYGONACEAE,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"James L. Reveal; C. Rose Broome",,8435,2003-11-01,2003,11,1,305,,"1 November 2003",,"Grayish clay hills associated with Sarcobatus.",,,,,,,,,,,Flr,,,,,,,"United States",Colorado,Montezuma,,"Big Gypsum Valley area, along County Road 16R (Mineral Mountain Road), 0.4 mile south of Colorado Highway 141, 25.5 miles northeast of Egnar and 8.8 miles southwest of Basin.",,,,,,,,"38°01'13""N, 108°47'10""W; T43N R17W SEC6",,,"National Geographic TOPO!",,"Should be in San Miguel county. BL",1753,,,,,"5750 ft",,,"Access DB","2015-07-22 00:00:00",25845,368,urn:uuid:a175650e-bef2-4197-89d4-741e5638047e,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13800549
13800554,COLO,V,,PreservedSpecimen,f1078e27-87f7-4571-a414-5756752ce0a6,00811364,505918,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,POLYGONACEAE,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"G. Rink",,2676,2003-08-21,2003,8,21,233,,"21 August 2003","ID det. by James Reveal. Flora of Yucca House National Monument.","Mancos Shale. Associated species: Ephedra, Pleuraphis jamesii, Oenothera, Atriplex confertifolia.",,,,,,,,,,,Flr,,,,,,,"United States",Colorado,Montezuma,,"Yucca House National Monument, northeast corner of east property.",,,,37.237383,-108.645567,,,"12S 708851E 4123804N;",,,,,,1859,,,,,"6100 ft, 1859 m",,,"Access DB","2019-11-04 15:09:20",25850,368,urn:uuid:d4da7acb-2334-4ee5-b2f0-d46308943ec3,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13800554
13800568,COLO,V,,PreservedSpecimen,ddc3645a-1c10-477b-9223-d24c3c3cea66,00819177,505434,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,POLYGONACEAE,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"Tim Hogan; Luke Tembrock",,4290,2004-06-08,2004,6,8,160,,"08 June 2004","Limited habitat type in BLCA; site with many spp. restricted to these shales, as well as considerable number of weeds along roadway proximate to boundary.","Adobe hills of Mancos Shale; w/ Atriplex spp. - common.",,,,,,,,,,,Flr,,,,,,,"United States",Colorado,Montrose,,"Black Canyon of the Gunnison National Park. Adobe Hills. Western boundary of Black Canyon National Park, ca. 5 air miles NE of Montrose; accessed from Montrose via Road #65.30. GPS waypoint: AB23.",,,,38.56503,-107.79696,WGS84,100,"256309E 4272219N;","Mat Sharples","SoRo; Biogeomancer Guide to Best Practices","National Geographic TOPO!",,"I placed the point in the same converted location as a previous researcher (R. Allen).",1966,,,,,"6450 ft",,,"Access DB","2020-10-29 15:35:53",25864,368,urn:uuid:e4d1e525-ce82-4354-b40c-90ec8a0e6c51,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13800568
