id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collID,recordID,references
1517054,RM,,RM,PreservedSpecimen,,743315,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,Polygonaceae,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"N. Duane Atwood",,28892,2002-09-03,2002,9,3,246,,"03 Sep 2002",,"Rabbitbrush, four-wing saltbrush community.",,,,,,,,,,,"flowering and fruiting",,,,,,,U.S.A.,Colorado,"San Miguel",,"East end of Paradox Valley on the Paradox Formation. WNW",,,,,,,,"T46N R16W S19; S19",,,,,,1750,,,,,"1750 m.",,English,,"2009-03-19 16:04:26",RM-469825,50,urn:uuid:052584a9-fdff-4363-8819-414b9066242f,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1517054
1518653,RM,,RM,PreservedSpecimen,,580457,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,Polygonaceae,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"Ronald C. Wittmann, William A. Weber",,18384,1991-09-06,1991,9,6,249,,"06 Sep 1991",,"On barren, rocky, caliche soils growing with Frasera coloradensis.",,,,,,,,,,,"flowering and fruiting",,,,,,,U.S.A.,Colorado,"Las Animas",,"4 mi north of Andrix, at intersection of road 48.0 and 215.0.",,,,,,,,,,,,,,1610,,,,,"5280 ft.",,English,,"2009-03-19 16:04:26",RM-471266,50,urn:uuid:654e33d6-a519-41e8-9f7f-c1d9a03684d8,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1518653
1518789,USFS,,USFS,PreservedSpecimen,,449609,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,Polygonaceae,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"Ralph K. Gierisch, H. E. Schwan",,1689,1952-08-27,1952,8,27,240,,1952-8-27,,"On a 10% SE-facing slope in deep loam soil.",,,,,,,,,,,"flowering and fruiting",,,,,,,U.S.A.,Colorado,"Rio Blanco",,"Near White River National Forest.",,,,,,,,"T3N R93W S22",,,,,,1982,,,,,"6500 ft.",,English,,"2013-02-06 11:10:34",RM-471389,50,urn:uuid:406e5572-69e4-4452-bd84-45e8d6aa97ac,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1518789
1519613,USFS,,USFS,PreservedSpecimen,,450122,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,Polygonaceae,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"Reed C. Rollins",,1540,1936-08-16,1936,8,16,229,,1936-8-16,,"Dry hilltop.",,,,,,,,,,,"flowering and fruiting",,,,,,,U.S.A.,Colorado,Archuleta,,"San Juan National Forest: headwaters of Coyote Creek, 20 mi SE of Pagosa Springs.",,,,,,,,,,,,,,2378,,,,,"7800 ft.",,English,,"2013-02-06 11:10:35",RM-472131,50,urn:uuid:83b0d24f-0779-4131-b25a-99cee4e62e0b,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1519613
1519614,USFS,,USFS,PreservedSpecimen,,450123,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,Polygonaceae,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"Reed C. Rollins",,1540,1936-08-16,1936,8,16,229,,1936-8-16,,"With sagebrush on dry hilltop.",,,,,,,,,,,"flowering and fruiting",,,,,,,U.S.A.,Colorado,Archuleta,,"San Juan National Forest: headwaters of Coyote Creek, 20 mi SE of Pagosa Springs.",,,,,,,,,,,,,,2378,,,,,"7800 ft.",,English,,"2013-02-06 11:10:35",RM-472132,50,urn:uuid:ea1c8d8d-dbe6-4bd7-b479-45bbba8f8fc9,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1519614
1519638,RM,,RM,PreservedSpecimen,,182570,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,Polygonaceae,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"Reed C. Rollins",,1860,1937-07-13,1937,7,13,194,,1937-7-13,,,,,,,,,,,,,"flowering and fruiting",,,,,,,U.S.A.,Colorado,"Las Animas",,"Frijoli Hill, 10 miles SE of Trinidad.",,,,,,,,,,,,,,1982,,,,,"6500 ft.",,English,,"2013-02-06 11:10:35",RM-472154,50,urn:uuid:9c58dcbc-f544-42b6-95e1-de901a7860ad,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1519638
1519639,USFS,,USFS,PreservedSpecimen,,450121,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,Polygonaceae,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"Reed C. Rollins",,1860,1937-07-13,1937,7,13,194,,1937-7-13,,,,,,,,,,,,,"flowering and fruiting",,,,,,,U.S.A.,Colorado,"Las Animas",,"Frijoli Hill, 10 miles SE of Trinidad.",,,,,,,,,,,,,,,,,,,,,English,,"2013-02-06 11:10:35",RM-472155,50,urn:uuid:d2927e2d-39d2-4afc-907f-bc2884862a5a,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1519639
1519640,RM,,RM,PreservedSpecimen,,755147,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,Polygonaceae,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"Reed C. Rollins",,1860,1937-07-13,1937,7,13,194,,1937-7-13,,,,,,,,,,,,,"flowering and fruiting",,,,,,,U.S.A.,Colorado,"Las Animas",,"Frijoli Hill, 10 miles SE of Trinidad.",,,,,,,,,,,,,,1982,,,,,"6500 ft.",,English,,"2009-03-19 16:04:26",RM-472156,50,urn:uuid:39361086-dda3-481a-a0dd-7c6aa94b08b1,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1519640
1519692,RM,,RM,PreservedSpecimen,,182587,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,Polygonaceae,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"Reed C. Rollins",,1961,1937-08-26,1937,8,26,238,,1937-8-26,,"Among sagebrush.",,,,,,,,,,,"flowering and fruiting",,,,,,,U.S.A.,Colorado,Montrose,,"Iron Creek, 10 mi S of Crawford.",,,,,,,,,,,,,,1829,,,,,"6000 ft.",,English,,"2013-02-06 11:10:35",RM-472202,50,urn:uuid:6a79df6d-3049-4037-b00c-63e78345d70b,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1519692
1519693,USFS,,USFS,PreservedSpecimen,,450120,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,Polygonaceae,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"Reed C. Rollins",,1961,1937-08-26,1937,8,26,238,,1937-8-26,,"Among sagebrush.",,,,,,,,,,,"flowering and fruiting",,,,,,,U.S.A.,Colorado,Montrose,,"Iron Creek, 10 mi S of Crawford.",,,,,,,,,,,,,,1829,,,,,"6000 ft.",,English,,"2009-03-19 16:04:26",RM-472203,50,urn:uuid:e24b0adf-8407-4f9c-a226-3d8ae802b920,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1519693
1519738,USFS,,USFS,PreservedSpecimen,,449607,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,Polygonaceae,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"Rich R. Thomson",,RT-69,1929-09-22,1929,9,22,265,,1929-9-22,"This population is probably a new species.","On a 25% west-facing slope in shale soil with Juniper-pinyon. Distributed in dry sites.",,,,,,,,,,,"flowering and fruiting",,,,,,,U.S.A.,Colorado,Garfield,,"White River National Forest: Grand Mesa Trail near Glenwood.",,,,,,,,,,,,,,1829,,,,,"6000 ft.",,English,,"2013-02-06 11:10:35",RM-472244,50,urn:uuid:e85cbf60-4f71-43e8-9096-ceda5d0720e9,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1519738
1519786,RM,,RM,PreservedSpecimen,,399137,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,Polygonaceae,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"Robert D. Dorn",,4660,1987-07-08,1987,7,8,189,,"08 Jul 1987",,"Shale ridge with Amelanchier and Artemisia.",,,,,,,,,,,"flowering and fruiting",,,,,,,U.S.A.,Colorado,Garfield,,,,,,,,,,"T7S R99W S22 NE1/4 of NW1/4 of NW1/4",,,,,,2470,,,,,"8100 ft.",,English,,"2009-03-19 16:04:26",RM-472288,50,urn:uuid:13714134-2c5c-4426-974b-211e7333ddeb,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1519786
1520461,RM,,RM,PreservedSpecimen,,718097,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,Polygonaceae,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"Robert D. Dorn",,9524,2002-08-15,2002,8,15,227,,2002-8-15,,"Barren clay bank with Artemisia.",,,,,,,,,,,flowering,,,,,,,U.S.A.,Colorado,Mesa,,"Near head of Alkali Creek on the divide.",,,,39.33,-107.67,,,"39° 19.8' N, 107° 40.2' W",,,,,,2470,,,,,"8100 ft.",,English,,"2009-03-19 16:04:26",RM-472897,50,urn:uuid:2e8d3174-696f-4417-8c53-5054c2bfcf48,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1520461
1520574,USFS,,USFS,PreservedSpecimen,,449674,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,Polygonaceae,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"Robert F. Copple",,354,1923-09-00,1923,9,0,,,1923-9,,"North-facing slope of Juniper habitat.",,,,,,,,,,,"flowering and fruiting",,,,,,,U.S.A.,"New Mexico","Rio Arriba",,"Carson National Forest: Jicarilla Division, Carracas Unit.",,,,36.9926,-107.2617,"NAD 83",12875,,,,"Nat. Geog. TOPO!",,"Uncertainty because I can't acutally find the unit, but the town, mesa, road, and canyon are all around here.",2043,,,,,"6700 ft.",,English,,"2013-02-06 11:10:35",RM-472999,50,urn:uuid:7c37242f-b94c-4492-a810-f915c3e4c7ca,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1520574
1521126,RM,,RM,PreservedSpecimen,,740858,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,Polygonaceae,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"Sherel Goodrich, D. Nelson",,24582,1994-08-10,1994,8,10,222,,1994-8-10,,"Open ridge top within mountain brush zone.",,,,,,,,,,,"flowering and fruiting",,,,,,,U.S.A.,Colorado,Garfield,,"Rat Hole Ridge above cow camp, East Tavaputs Plateau.",,,,,,,,"T6S R105W S13 SW1/4",,,,,,2622,,,,,"8600 ft.",,English,,"2012-02-17 14:04:34",RM-473846,50,urn:uuid:c933588d-3627-409a-b7e3-79c7a6b88c44,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1521126
1521393,RM,,RM,PreservedSpecimen,,526864,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,Polygonaceae,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"Steve O'Kane",,3036,1987-06-02,1987,6,2,153,,"02 Jun 1987",,"On barren clay slopes with Machaeranthera and Atriplex confertifolia.",,,,,,,,,,,"flowering and fruiting",,,,,,,U.S.A.,Colorado,Moffat,,"Dinosaur National Monument: Mantle Ranch Road at crossing of Red Rock Canyon.",,,,,,,,"T6N R103W S11 SW1/4 of SE1/4 of NW1/4",,,,,,1692,,,,,"5550 ft.",,English,,"2013-02-06 11:10:36",RM-474086,50,urn:uuid:01b378d4-6d05-4005-bf82-45c101545603,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1521393
1521445,RM,,RM,PreservedSpecimen,,340157,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,Polygonaceae,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"Steve O'Kane, W. Kelley & J. Riefler",,82-452,1982-06-28,1982,6,28,179,,1982-6-28,,"Common on shale of south-facing slope with Artemisia and Agropyron.",,,,,,,,,,,"flowering and fruiting",,,,,,,U.S.A.,Colorado,"Rio Blanco",,"3.2 mi NNE of junction of Oldland Gulch and Piceance Creek Road.",,,,,,,,"T2S R96W S25 SE1/4 of NW1/4 of NW1/4",,,,,,2225,,,,,"2225 m.",,English,,"2012-01-25 14:49:24",RM-474132,50,urn:uuid:8adb5ec7-e1e8-44ea-8056-3ab43166beb0,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1521445
1522602,RM,,RM,PreservedSpecimen,,78954,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,Polygonaceae,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"W. H. Haas",,37,1913-07-00,1913,7,0,,,"Jul-Aug 1913",,,,,,,,,,,,,"flowering and fruiting",,,,,,,U.S.A.,Colorado,Montezuma,,"Mesa Verde National Park.",,,,,,,,,,,,,,,,,,,,,English,,"2013-02-07 14:25:39",RM-475177,50,urn:uuid:18afa624-4283-4f56-98dc-25bd213fc1fc,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1522602
1523656,RM,,RM,PreservedSpecimen,,229348,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,Polygonaceae,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"William A. Weber",,6269,1951-06-16,1951,6,16,167,,1951-6-16,,"Black shale.",,,,,,,,,,,"flowering and fruiting",,,,,,,U.S.A.,Colorado,Archuleta,,"9 mi NW of Pagosa Junction.",,,,,,,,,,,,,,,,,,,,,English,,"2013-02-06 11:10:37",RM-476128,50,urn:uuid:56acc8a6-f44a-4e9f-a570-dab6abec991f,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1523656
1748293,RM,,RM,PreservedSpecimen,,,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,Polygonaceae,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"Brian Elliott",,5722,1998-08-21,1998,8,21,233,,1998-8-21,,Quercus.,,,,,,,,,,,flowering,,,,,,,U.S.A.,Colorado,"Las Animas",,"Wet Mountains, Wet Mountain Valley, Sangre de Cristo Range, and Vicinity: on Colo Hwy 389 S of Branson at the New Mexico state line.",,,,37.0107,-103.8769,,,"37.0107° N, 103.8769° W; T35S R58W S11 SE1/4",,,,,,1982,,,,,"6500 ft.",,English,,"2009-03-19 15:29:45",RM-70904,50,urn:uuid:e86094b9-4158-4f9d-8b16-3fe5326795e5,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1748293
1764957,RM,,RM,PreservedSpecimen,,,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,Polygonaceae,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"Ronald L. Hartman",,65684,1999-08-01,1999,8,1,213,,1999-8-1,,"Grassland with some pinyon pine and juniper.",,,,,,,,,,,flowering,,,,,,,U.S.A.,Colorado,Fremont,,"Wet Mountains, Wet Mountain Valley, Sangre de Cristo Range, and Vicinity: Colo Hwy 67, 5.5 air mi S of Florence.",,,,38.311,-105.1142,,,"38.311° N, 105.1142° W; T20S R69W S16 SE1/4",,,,,,1707,,,,,"5600 ft.",,English,,"2013-02-06 11:08:09",RM-84565,50,urn:uuid:9259eb83-e3ca-4bab-9fa3-556c858d852a,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1764957
1953613,SEINet,,,Observation,baa178c8-bc92-4d1c-aa6c-a2e259b9f01b,,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,POLYGONACEAE,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"Marc A. Baker",,13569,1999-09-10,1999,9,10,253,,,,"rolling hills of Juniperus monosperma woodland, cobble, gravel, silt, with Achnatherum hymenoides, Ambrosia acanthicarpa, Aristida purpurea, Artemisia bigelovii, Astragalus amphioxys, Baileya multiradiata, Bothriochloa barbinodis, Bouteloua curtipendula,",,"Infrequent perennial herb; herbage gray-green; stems extremely brittle; flowers white; anthers pink.",,,,,"Infrequent perennial herb; herbage gray-green; stems extremely brittle; flowers white; anthers pink.",,,,,,0,,,,,USA,"NEW MEXICO","Sandoval County",,"south of Meseta Blanca, approximately 3.6k SSE of Cañon, 1.2k due east of Jemez River",,0,,35.61,-106.7,,,,,,,,,1750,,,,,"1750m (5750ft) elevation",,,,"2020-07-08 17:08:09",1639,102,urn:uuid:baa178c8-bc92-4d1c-aa6c-a2e259b9f01b,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1953613
2082978,ASC,,,PreservedSpecimen,19cb808d-5718-4df1-85b3-c236b3e7537e,ASC00075530,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,Polygonaceae,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,"James Reveal",,,,,,,"G. Rink",,2772,2003-09-23,2003,9,23,266,,,,,,,,,,,,,,,,,0,,,,,"United States",Colorado,Montezuma,,"Yucca House National Monument, Steep south-facing Mancos Shale slopes on east property.",,,,37.22932,-108.64464,,,"UTM: 4122911N 708955E 12S",,,"LL from UTM- 050106",,,1890,,,,,6200ft.,"SJC, CU",,,"2020-01-15 14:24:42",20859,3,urn:uuid:19cb808d-5718-4df1-85b3-c236b3e7537e,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=2082978
2082979,ASC,,,PreservedSpecimen,72e5a0f2-024a-42ca-9f1a-1d6ee0f19da4,ASC00075227,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum|Eriogonum lonchophyllum",Plantae,Magnoliophyta,,Caryophyllales,Polygonaceae,"Eriogonum lonchophyllum var. lonchophyllum",57179,"Torr. & Gray",Eriogonum,,lonchophyllum,var.,lonchophyllum,Variety,,,,,,,,"G. Rink",,2353,2003-07-19,2003,7,19,200,,,,,,,,,,,,,,,,,0,,,,,"United States",Colorado,Archuleta,,"San Juan National Forest, Chalk Mountains, along Archuleta County Road 326 (Blue Creek Road), south-facing slope, in shale.",,,,37.17878,-106.92926,,,"UTM: 4116448N 328736E 13S",,,"LL from UTM- 050106",,,2195,,,,,7200ft.,SJC,,,"2020-01-15 14:24:42",20860,3,urn:uuid:72e5a0f2-024a-42ca-9f1a-1d6ee0f19da4,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=2082979
2774345,NY,,,PreservedSpecimen,a056968e-8b7c-46b1-a840-93f9cfadf92e,281752,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,Polygonaceae,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"L. M. Shultz",,3819,1979-09-02,1979,9,2,24,24,"02 Sep 1979",,,,,,,,,,,,,,,,,,,sheet,"United States of America",Utah,"Uintah Co.",,"9.8 miles north of Grand county line on Seep Ridge road, east Tavaputs Plateau, 1.9 miles south of Pine Springs Canyon, 9.8 miles north of Grand county line.",,,,39.540315,-109.407406,WGS84,2446,,,"GEOLocate Web Application","GEOLocate Batch Processing Tool",,,2231,2231,,,,"7320 ft",,en,,"2022-03-04 14:26:47",a056968e-8b7c-46b1-a840-93f9cfadf92e,40,urn:uuid:4b99494b-c170-4af0-a4c6-75ca9e8848a3,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=2774345
2774740,NY,,,PreservedSpecimen,3fb60e78-7eb9-4379-a13a-1957b3669222,281776,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,Polygonaceae,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"N. D. Atwood",,16384,1991-08-12,1991,8,12,22,22,"12 Aug 1991",,,,,,,,,,,,,,,,,,,sheet,"United States of America",Utah,"Uintah Co.",,"Southeast corner of Steinaker Reservoir along Highway 40. 3.5 miles north of Vernal.",,,,40.50624,-109.528748,WGS84,7035,,,"GEOLocate Web Application","GEOLocate Batch Processing Tool",,,1692,1692,,,,"5551.2 ft",,en,,"2022-03-04 14:23:43",3fb60e78-7eb9-4379-a13a-1957b3669222,40,urn:uuid:87c270e5-0b06-434a-8150-6ff6a4a8d310,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=2774740
2777443,NY,,,PreservedSpecimen,8f4ad142-3b0d-4b42-8d59-4bc5e3f2c82b,281778,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum|Eriogonum lonchophyllum",Plantae,Magnoliophyta,,Caryophyllales,Polygonaceae,"Eriogonum lonchophyllum var. saurinum",64550,"(Reveal) S.L.Welsh",Eriogonum,,lonchophyllum,var.,saurinum,Variety,,,,,,,,"J. S. Peterson",,1221,1978-07-11,1978,7,11,19,19,"11 Jul 1978",,,,,,,,,,,,,,,,,,,sheet,"United States of America",Utah,"Uintah Co.",,"South of Rainbow on Big Park Road, 1.8 km south of Atchee Ridge Road.",,,,39.8211,-109.1808,,,,,,,,,1853,,,,,"6079 ft",,en,,"2022-03-04 14:25:52",8f4ad142-3b0d-4b42-8d59-4bc5e3f2c82b,40,urn:uuid:cd757ec0-046f-4267-aa29-b17f177ea831,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=2777443
2779979,NY,,,PreservedSpecimen,28d6c676-9638-421a-a936-1657e62ba43f,281799,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum",Plantae,Magnoliophyta,,Caryophyllales,Polygonaceae,"Eriogonum lonchophyllum",18202,"Torr. & Gray",Eriogonum,,lonchophyllum,,,Species,,,,,,,,"E. J. Neese",,15256,1983-09-06,1983,9,6,24,24,"06 Sep 1983",,"Disturbed shale, along pipeline, Green R. Form.",,,,,,,,,,,,,,,,,sheet,"United States of America",Utah,"Uintah Co.",,"Seep Ridge Rd, E. Tavaputs Plateau, ca 30 air mi SSE of Ouray.",,,,39.67,-109.43,,,,,"TRS Conversion Calculator",Label,,,2000,,,,,"6562 ft",,en,,"2022-03-04 14:23:08",28d6c676-9638-421a-a936-1657e62ba43f,40,urn:uuid:8ef00c92-1d37-4930-9a0d-884217042327,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=2779979
2780401,NY,,,PreservedSpecimen,eefdb098-b913-4dcd-b49b-cfb33e9d180a,281762,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Polygonaceae|Eriogonum|Eriogonum lonchophyllum",Plantae,Magnoliophyta,,Caryophyllales,Polygonaceae,"Eriogonum lonchophyllum var. saurinum",64550,"(Reveal) S.L.Welsh",Eriogonum,,lonchophyllum,var.,saurinum,Variety,,,,,,,,"S. Goodrich",,24622,1994-08-17,1994,8,17,22,22,"17 Aug 1994",,"Eroding slopes.",,,,,,,,,,,,,,,,,sheet,"United States of America",Utah,"Uintah Co.",,"Ashley N.F., Uinta Mtns. N side Red Mtn.",,,,40.6,-109.55,,,,,"TRS Conversion Calculator",Label,,,2256,,,,,"7400 ft",,en,,"2022-03-04 14:28:38",eefdb098-b913-4dcd-b49b-cfb33e9d180a,40,urn:uuid:834df590-77b1-4d55-aad0-f338e4b8b4e6,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=2780401
